source_file_id,file_name,source_system,receipt_status,record_count,control_total,expected_date,received_timestamp,validation_status
30,CUST_BAL_20230405.csv,Custodian_Bank,RECEIVED,50,-627.1,2023-04-05,2023-04-05 06:00:00,VALIDATED
31,CUST_BAL_20220415.csv,Custodian_Bank,RECEIVED,50,-760.39,2022-04-15,2022-04-15 06:00:00,VALIDATED
32,CUST_BAL_20220328.csv,Custodian_Bank,RECEIVED,50,-792.14,2022-03-28,2022-03-28 06:00:00,VALIDATED
33,CUST_BAL_20220605.csv,Custodian_Bank,RECEIVED,50,-791.23,2022-06-05,2022-06-05 06:00:00,VALIDATED
34,CUST_BAL_20240228.csv,Custodian_Bank,RECEIVED,50,-695.13,2024-02-28,2024-02-28 06:00:00,VALIDATED
35,CUST_BAL_20220513.csv,Custodian_Bank,RECEIVED,50,-790.43,2022-05-13,2022-05-13 06:00:00,VALIDATED
36,CUST_BAL_20220109.csv,Custodian_Bank,RECEIVED,50,-690.29,2022-01-09,2022-01-09 06:00:00,VALIDATED
37,CUST_BAL_20210530.csv,Custodian_Bank,RECEIVED,50,-716.71,2021-05-30,2021-05-30 06:00:00,VALIDATED
38,CUST_BAL_20200718.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-18,2020-07-18 06:00:00,VALIDATED
39,CUST_BAL_20230517.csv,Custodian_Bank,RECEIVED,50,-737.61,2023-05-17,2023-05-17 06:00:00,VALIDATED
40,CUST_BAL_20200613.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-13,2020-06-13 06:00:00,VALIDATED
41,CUST_BAL_20210215.csv,Custodian_Bank,RECEIVED,50,-694.59,2021-02-15,2021-02-15 06:00:00,VALIDATED
42,CUST_BAL_20200621.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-21,2020-06-21 06:00:00,VALIDATED
43,CUST_BAL_20220721.csv,Custodian_Bank,RECEIVED,50,-783.4,2022-07-21,2022-07-21 06:00:00,VALIDATED
44,CUST_BAL_20211218.csv,Custodian_Bank,RECEIVED,50,-639.35,2021-12-18,2021-12-18 06:00:00,VALIDATED
45,CUST_BAL_20210505.csv,Custodian_Bank,RECEIVED,50,-744.74,2021-05-05,2021-05-05 06:00:00,VALIDATED
46,CUST_BAL_20231018.csv,Custodian_Bank,RECEIVED,50,-789.15,2023-10-18,2023-10-18 06:00:00,VALIDATED
47,CUST_BAL_20221027.csv,Custodian_Bank,RECEIVED,50,-751.98,2022-10-27,2022-10-27 06:00:00,VALIDATED
48,CUST_BAL_20230415.csv,Custodian_Bank,RECEIVED,50,-798.66,2023-04-15,2023-04-15 06:00:00,VALIDATED
49,CUST_BAL_20230705.csv,Custodian_Bank,RECEIVED,50,1415.47,2023-07-05,2023-07-05 06:00:00,VALIDATED
50,CUST_BAL_20210623.csv,Custodian_Bank,RECEIVED,50,-785.63,2021-06-23,2021-06-23 06:00:00,VALIDATED
51,CUST_BAL_20240528.csv,Custodian_Bank,RECEIVED,50,260.16,2024-05-28,2024-05-28 06:00:00,VALIDATED
52,CUST_BAL_20210402.csv,Custodian_Bank,RECEIVED,50,-726.03,2021-04-02,2021-04-02 06:00:00,VALIDATED
53,CUST_BAL_20230729.csv,Custodian_Bank,RECEIVED,50,-754.62,2023-07-29,2023-07-29 06:00:00,VALIDATED
54,CUST_BAL_20210202.csv,Custodian_Bank,RECEIVED,50,-724.35,2021-02-02,2021-02-02 06:00:00,VALIDATED
55,CUST_BAL_20230510.csv,Custodian_Bank,RECEIVED,50,-747.59,2023-05-10,2023-05-10 06:00:00,VALIDATED
56,CUST_BAL_20201222.csv,Custodian_Bank,RECEIVED,50,-693.04,2020-12-22,2020-12-22 06:00:00,VALIDATED
57,CUST_BAL_20201130.csv,Custodian_Bank,RECEIVED,50,-719.98,2020-11-30,2020-11-30 06:00:00,VALIDATED
58,CUST_BAL_20211021.csv,Custodian_Bank,RECEIVED,50,-778.88,2021-10-21,2021-10-21 06:00:00,VALIDATED
59,CUST_BAL_20220913.csv,Custodian_Bank,RECEIVED,50,-796.58,2022-09-13,2022-09-13 06:00:00,VALIDATED
60,CUST_BAL_20210424.csv,Custodian_Bank,RECEIVED,50,-710.42,2021-04-24,2021-04-24 06:00:00,VALIDATED
61,CUST_BAL_20231028.csv,Custodian_Bank,RECEIVED,50,-687.59,2023-10-28,2023-10-28 06:00:00,VALIDATED
62,CUST_BAL_20220307.csv,Custodian_Bank,RECEIVED,50,-736.09,2022-03-07,2022-03-07 06:00:00,VALIDATED
63,CUST_BAL_20230312.csv,Custodian_Bank,RECEIVED,50,-740.7,2023-03-12,2023-03-12 06:00:00,VALIDATED
64,CUST_BAL_20210907.csv,Custodian_Bank,RECEIVED,50,-741.98,2021-09-07,2021-09-07 06:00:00,VALIDATED
65,CUST_BAL_20211125.csv,Custodian_Bank,RECEIVED,50,-684.98,2021-11-25,2021-11-25 06:00:00,VALIDATED
66,CUST_BAL_20231003.csv,Custodian_Bank,RECEIVED,50,-780.36,2023-10-03,2023-10-03 06:00:00,VALIDATED
67,CUST_BAL_20210627.csv,Custodian_Bank,RECEIVED,50,-776.47,2021-06-27,2021-06-27 06:00:00,VALIDATED
68,CUST_BAL_20221114.csv,Custodian_Bank,RECEIVED,50,-735.89,2022-11-14,2022-11-14 06:00:00,VALIDATED
69,CUST_BAL_20210825.csv,Custodian_Bank,RECEIVED,50,-745.88,2021-08-25,2021-08-25 06:00:00,VALIDATED
70,CUST_BAL_20220728.csv,Custodian_Bank,RECEIVED,50,205.29,2022-07-28,2022-07-28 06:00:00,VALIDATED
71,CUST_BAL_20200623.csv,Custodian_Bank,RECEIVED,50,40.59,2020-06-23,2020-06-23 06:00:00,VALIDATED
72,CUST_BAL_20210805.csv,Custodian_Bank,RECEIVED,50,-612.13,2021-08-05,2021-08-05 06:00:00,VALIDATED
73,CUST_BAL_20230830.csv,Custodian_Bank,RECEIVED,50,-694.01,2023-08-30,2023-08-30 06:00:00,VALIDATED
74,CUST_BAL_20210525.csv,Custodian_Bank,RECEIVED,50,-713.77,2021-05-25,2021-05-25 06:00:00,VALIDATED
75,CUST_BAL_20200630.csv,Custodian_Bank,RECEIVED,50,1750.95,2020-06-30,2020-06-30 06:00:00,VALIDATED
76,CUST_BAL_20230105.csv,Custodian_Bank,RECEIVED,50,-568.77,2023-01-05,2023-01-05 06:00:00,VALIDATED
77,CUST_BAL_20200722.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-22,2020-07-22 06:00:00,VALIDATED
78,CUST_BAL_20220515.csv,Custodian_Bank,RECEIVED,50,-790.43,2022-05-15,2022-05-15 06:00:00,VALIDATED
79,CUST_BAL_20220428.csv,Custodian_Bank,RECEIVED,50,-784.33,2022-04-28,2022-04-28 06:00:00,VALIDATED
80,CUST_BAL_20221129.csv,Custodian_Bank,RECEIVED,50,-763.23,2022-11-29,2022-11-29 06:00:00,VALIDATED
81,CUST_BAL_20201003.csv,Custodian_Bank,RECEIVED,50,44.72,2020-10-03,2020-10-03 06:00:00,VALIDATED
82,CUST_BAL_20210621.csv,Custodian_Bank,RECEIVED,50,-791.23,2021-06-21,2021-06-21 06:00:00,VALIDATED
83,CUST_BAL_20230204.csv,Custodian_Bank,RECEIVED,50,-780.61,2023-02-04,2023-02-04 06:00:00,VALIDATED
84,CUST_BAL_20231104.csv,Custodian_Bank,RECEIVED,50,-653.5,2023-11-04,2023-11-04 06:00:00,VALIDATED
85,CUST_BAL_20200922.csv,Custodian_Bank,RECEIVED,50,34.66,2020-09-22,2020-09-22 06:00:00,VALIDATED
86,CUST_BAL_20220417.csv,Custodian_Bank,RECEIVED,50,-760.39,2022-04-17,2022-04-17 06:00:00,VALIDATED
87,CUST_BAL_20210831.csv,Custodian_Bank,RECEIVED,50,-808.06,2021-08-31,2021-08-31 06:00:00,VALIDATED
88,CUST_BAL_20210705.csv,Custodian_Bank,RECEIVED,50,-686.41,2021-07-05,2021-07-05 06:00:00,VALIDATED
89,CUST_BAL_20220101.csv,Custodian_Bank,RECEIVED,50,-753.81,2022-01-01,2022-01-01 06:00:00,VALIDATED
90,CUST_BAL_20210123.csv,Custodian_Bank,RECEIVED,50,-701.25,2021-01-23,2021-01-23 06:00:00,VALIDATED
91,CUST_BAL_20220430.csv,Custodian_Bank,RECEIVED,50,-784.33,2022-04-30,2022-04-30 06:00:00,VALIDATED
92,CUST_BAL_20230331.csv,Custodian_Bank,RECEIVED,50,-723.06,2023-03-31,2023-03-31 06:00:00,VALIDATED
93,CUST_BAL_20221120.csv,Custodian_Bank,RECEIVED,50,-779.51,2022-11-20,2022-11-20 06:00:00,VALIDATED
94,CUST_BAL_20210418.csv,Custodian_Bank,RECEIVED,50,-720.34,2021-04-18,2021-04-18 06:00:00,VALIDATED
95,CUST_BAL_20220729.csv,Custodian_Bank,RECEIVED,50,205.29,2022-07-29,2022-07-29 06:00:00,VALIDATED
96,CUST_BAL_20200823.csv,Custodian_Bank,RECEIVED,50,18.48,2020-08-23,2020-08-23 06:00:00,VALIDATED
97,CUST_BAL_20240413.csv,Custodian_Bank,RECEIVED,50,-658.25,2024-04-13,2024-04-13 06:00:00,VALIDATED
98,CUST_BAL_20220714.csv,Custodian_Bank,RECEIVED,50,-762.49,2022-07-14,2022-07-14 06:00:00,VALIDATED
99,CUST_BAL_20201124.csv,Custodian_Bank,RECEIVED,50,-695.35,2020-11-24,2020-11-24 06:00:00,VALIDATED
100,CUST_BAL_20231213.csv,Custodian_Bank,RECEIVED,50,-676.26,2023-12-13,2023-12-13 06:00:00,VALIDATED
101,CUST_BAL_20240330.csv,Custodian_Bank,RECEIVED,50,-421.7,2024-03-30,2024-03-30 06:00:00,VALIDATED
102,CUST_BAL_20220228.csv,Custodian_Bank,RECEIVED,50,-780.75,2022-02-28,2022-02-28 06:00:00,VALIDATED
103,CUST_BAL_20200514.csv,Custodian_Bank,RECEIVED,50,206.79,2020-05-14,2020-05-14 06:00:00,VALIDATED
104,CUST_BAL_20200815.csv,Custodian_Bank,RECEIVED,50,103.47,2020-08-15,2020-08-15 06:00:00,VALIDATED
105,CUST_BAL_20230209.csv,Custodian_Bank,RECEIVED,50,-777.67,2023-02-09,2023-02-09 06:00:00,VALIDATED
106,CUST_BAL_20210411.csv,Custodian_Bank,RECEIVED,50,-723.09,2021-04-11,2021-04-11 06:00:00,VALIDATED
107,CUST_BAL_20221013.csv,Custodian_Bank,RECEIVED,50,-775.05,2022-10-13,2022-10-13 06:00:00,VALIDATED
108,CUST_BAL_20200723.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-23,2020-07-23 06:00:00,VALIDATED
109,CUST_BAL_20210821.csv,Custodian_Bank,RECEIVED,50,-432.51,2021-08-21,2021-08-21 06:00:00,VALIDATED
110,CUST_BAL_20211107.csv,Custodian_Bank,RECEIVED,50,-788.87,2021-11-07,2021-11-07 06:00:00,VALIDATED
111,CUST_BAL_20240305.csv,Custodian_Bank,RECEIVED,50,-689.03,2024-03-05,2024-03-05 06:00:00,VALIDATED
112,CUST_BAL_20210320.csv,Custodian_Bank,RECEIVED,50,-586.73,2021-03-20,2021-03-20 06:00:00,VALIDATED
113,CUST_BAL_20230216.csv,Custodian_Bank,RECEIVED,50,-778.03,2023-02-16,2023-02-16 06:00:00,VALIDATED
114,CUST_BAL_20211208.csv,Custodian_Bank,RECEIVED,50,-728.14,2021-12-08,2021-12-08 06:00:00,VALIDATED
115,CUST_BAL_20220124.csv,Custodian_Bank,RECEIVED,50,-751.19,2022-01-24,2022-01-24 06:00:00,VALIDATED
116,CUST_BAL_20220309.csv,Custodian_Bank,RECEIVED,50,-710.79,2022-03-09,2022-03-09 06:00:00,VALIDATED
117,CUST_BAL_20210921.csv,Custodian_Bank,RECEIVED,50,-779.86,2021-09-21,2021-09-21 06:00:00,VALIDATED
118,CUST_BAL_20211217.csv,Custodian_Bank,RECEIVED,50,-639.35,2021-12-17,2021-12-17 06:00:00,VALIDATED
119,CUST_BAL_20231124.csv,Custodian_Bank,RECEIVED,50,-726.55,2023-11-24,2023-11-24 06:00:00,VALIDATED
120,CUST_BAL_20221105.csv,Custodian_Bank,RECEIVED,50,-758.9,2022-11-05,2022-11-05 06:00:00,VALIDATED
121,CUST_BAL_20210529.csv,Custodian_Bank,RECEIVED,50,-716.71,2021-05-29,2021-05-29 06:00:00,VALIDATED
122,CUST_BAL_20210910.csv,Custodian_Bank,RECEIVED,50,-732.86,2021-09-10,2021-09-10 06:00:00,VALIDATED
123,CUST_BAL_20231026.csv,Custodian_Bank,RECEIVED,50,-733.04,2023-10-26,2023-10-26 06:00:00,VALIDATED
124,CUST_BAL_20200528.csv,Custodian_Bank,RECEIVED,50,1157.28,2020-05-28,2020-05-28 06:00:00,VALIDATED
125,CUST_BAL_20230408.csv,Custodian_Bank,RECEIVED,50,-568.9,2023-04-08,2023-04-08 06:00:00,VALIDATED
126,CUST_BAL_20211114.csv,Custodian_Bank,RECEIVED,50,-798.22,2021-11-14,2021-11-14 06:00:00,VALIDATED
127,CUST_BAL_20221206.csv,Custodian_Bank,RECEIVED,50,-751.33,2022-12-06,2022-12-06 06:00:00,VALIDATED
128,CUST_BAL_20231222.csv,Custodian_Bank,RECEIVED,50,-676.26,2023-12-22,2023-12-22 06:00:00,VALIDATED
129,CUST_BAL_20220622.csv,Custodian_Bank,RECEIVED,50,-793.83,2022-06-22,2022-06-22 06:00:00,VALIDATED
130,CUST_BAL_20220603.csv,Custodian_Bank,RECEIVED,50,-791.23,2022-06-03,2022-06-03 06:00:00,VALIDATED
131,CUST_BAL_20230226.csv,Custodian_Bank,RECEIVED,50,-791.85,2023-02-26,2023-02-26 06:00:00,VALIDATED
132,CUST_BAL_20230828.csv,Custodian_Bank,RECEIVED,50,-778.14,2023-08-28,2023-08-28 06:00:00,VALIDATED
133,CUST_BAL_20230601.csv,Custodian_Bank,RECEIVED,50,-710.68,2023-06-01,2023-06-01 06:00:00,VALIDATED
134,CUST_BAL_20240309.csv,Custodian_Bank,RECEIVED,50,-721.93,2024-03-09,2024-03-09 06:00:00,VALIDATED
135,CUST_BAL_20230821.csv,Custodian_Bank,RECEIVED,50,-760.81,2023-08-21,2023-08-21 06:00:00,VALIDATED
136,CUST_BAL_20230326.csv,Custodian_Bank,RECEIVED,50,-742.4,2023-03-26,2023-03-26 06:00:00,VALIDATED
137,CUST_BAL_20240426.csv,Custodian_Bank,RECEIVED,50,-662.07,2024-04-26,2024-04-26 06:00:00,VALIDATED
138,CUST_BAL_20240423.csv,Custodian_Bank,RECEIVED,50,-719.35,2024-04-23,2024-04-23 06:00:00,VALIDATED
139,CUST_BAL_20220116.csv,Custodian_Bank,RECEIVED,50,-775.54,2022-01-16,2022-01-16 06:00:00,VALIDATED
140,CUST_BAL_20200822.csv,Custodian_Bank,RECEIVED,50,18.48,2020-08-22,2020-08-22 06:00:00,VALIDATED
141,CUST_BAL_20220711.csv,Custodian_Bank,RECEIVED,50,-742.56,2022-07-11,2022-07-11 06:00:00,VALIDATED
142,CUST_BAL_20211124.csv,Custodian_Bank,RECEIVED,50,-684.98,2021-11-24,2021-11-24 06:00:00,VALIDATED
143,CUST_BAL_20240209.csv,Custodian_Bank,RECEIVED,50,-670.43,2024-02-09,2024-02-09 06:00:00,VALIDATED
144,CUST_BAL_20210806.csv,Custodian_Bank,RECEIVED,50,-536.81,2021-08-06,2021-08-06 06:00:00,VALIDATED
145,CUST_BAL_20220807.csv,Custodian_Bank,RECEIVED,50,-794.71,2022-08-07,2022-08-07 06:00:00,VALIDATED
146,CUST_BAL_20231103.csv,Custodian_Bank,RECEIVED,50,-653.51,2023-11-03,2023-11-03 06:00:00,VALIDATED
147,CUST_BAL_20200814.csv,Custodian_Bank,RECEIVED,50,103.47,2020-08-14,2020-08-14 06:00:00,VALIDATED
148,CUST_BAL_20230228.csv,Custodian_Bank,RECEIVED,50,-726.09,2023-02-28,2023-02-28 06:00:00,VALIDATED
149,CUST_BAL_20200827.csv,Custodian_Bank,RECEIVED,50,18.8,2020-08-27,2020-08-27 06:00:00,VALIDATED
150,CUST_BAL_20210713.csv,Custodian_Bank,RECEIVED,50,-734.46,2021-07-13,2021-07-13 06:00:00,VALIDATED
151,CUST_BAL_20221127.csv,Custodian_Bank,RECEIVED,50,-766.42,2022-11-27,2022-11-27 06:00:00,VALIDATED
152,CUST_BAL_20200907.csv,Custodian_Bank,RECEIVED,50,19.2,2020-09-07,2020-09-07 06:00:00,VALIDATED
153,CUST_BAL_20231224.csv,Custodian_Bank,RECEIVED,50,-676.26,2023-12-24,2023-12-24 06:00:00,VALIDATED
154,CUST_BAL_20220526.csv,Custodian_Bank,RECEIVED,50,-782.2,2022-05-26,2022-05-26 06:00:00,VALIDATED
155,CUST_BAL_20220806.csv,Custodian_Bank,RECEIVED,50,-794.71,2022-08-06,2022-08-06 06:00:00,VALIDATED
156,CUST_BAL_20221026.csv,Custodian_Bank,RECEIVED,50,-779.21,2022-10-26,2022-10-26 06:00:00,VALIDATED
157,CUST_BAL_20220209.csv,Custodian_Bank,RECEIVED,50,-666.81,2022-02-09,2022-02-09 06:00:00,VALIDATED
158,CUST_BAL_20231001.csv,Custodian_Bank,RECEIVED,50,-520.78,2023-10-01,2023-10-01 06:00:00,VALIDATED
159,CUST_BAL_20240322.csv,Custodian_Bank,RECEIVED,50,-660.21,2024-03-22,2024-03-22 06:00:00,VALIDATED
160,CUST_BAL_20240316.csv,Custodian_Bank,RECEIVED,50,-662.63,2024-03-16,2024-03-16 06:00:00,VALIDATED
161,CUST_BAL_20201015.csv,Custodian_Bank,RECEIVED,50,92.95,2020-10-15,2020-10-15 06:00:00,VALIDATED
162,CUST_BAL_20210815.csv,Custodian_Bank,RECEIVED,50,-783.49,2021-08-15,2021-08-15 06:00:00,VALIDATED
163,CUST_BAL_20210721.csv,Custodian_Bank,RECEIVED,50,-797.87,2021-07-21,2021-07-21 06:00:00,VALIDATED
164,CUST_BAL_20210126.csv,Custodian_Bank,RECEIVED,50,-731.23,2021-01-26,2021-01-26 06:00:00,VALIDATED
165,CUST_BAL_20220213.csv,Custodian_Bank,RECEIVED,50,-654.69,2022-02-13,2022-02-13 06:00:00,VALIDATED
166,CUST_BAL_20230527.csv,Custodian_Bank,RECEIVED,50,-760.11,2023-05-27,2023-05-27 06:00:00,VALIDATED
167,CUST_BAL_20231129.csv,Custodian_Bank,RECEIVED,50,-750.48,2023-11-29,2023-11-29 06:00:00,VALIDATED
168,CUST_BAL_20220407.csv,Custodian_Bank,RECEIVED,50,398.54,2022-04-07,2022-04-07 06:00:00,VALIDATED
169,CUST_BAL_20200601.csv,Custodian_Bank,RECEIVED,50,191.02,2020-06-01,2020-06-01 06:00:00,VALIDATED
170,CUST_BAL_20240429.csv,Custodian_Bank,RECEIVED,50,-602.48,2024-04-29,2024-04-29 06:00:00,VALIDATED
171,CUST_BAL_20210601.csv,Custodian_Bank,RECEIVED,50,-731.97,2021-06-01,2021-06-01 06:00:00,VALIDATED
172,CUST_BAL_20230427.csv,Custodian_Bank,RECEIVED,50,-736.85,2023-04-27,2023-04-27 06:00:00,VALIDATED
173,CUST_BAL_20220730.csv,Custodian_Bank,RECEIVED,50,205.29,2022-07-30,2022-07-30 06:00:00,VALIDATED
174,CUST_BAL_20221012.csv,Custodian_Bank,RECEIVED,50,-705.52,2022-10-12,2022-10-12 06:00:00,VALIDATED
175,CUST_BAL_20230112.csv,Custodian_Bank,RECEIVED,50,-798.17,2023-01-12,2023-01-12 06:00:00,VALIDATED
176,CUST_BAL_20240328.csv,Custodian_Bank,RECEIVED,50,-534.15,2024-03-28,2024-03-28 06:00:00,VALIDATED
177,CUST_BAL_20230907.csv,Custodian_Bank,RECEIVED,50,-761.02,2023-09-07,2023-09-07 06:00:00,VALIDATED
178,CUST_BAL_20221222.csv,Custodian_Bank,RECEIVED,50,-765.74,2022-12-22,2022-12-22 06:00:00,VALIDATED
179,CUST_BAL_20211202.csv,Custodian_Bank,RECEIVED,50,-746.52,2021-12-02,2021-12-02 06:00:00,VALIDATED
180,CUST_BAL_20211123.csv,Custodian_Bank,RECEIVED,50,-697.0,2021-11-23,2021-11-23 06:00:00,VALIDATED
181,CUST_BAL_20210106.csv,Custodian_Bank,RECEIVED,50,-680.44,2021-01-06,2021-01-06 06:00:00,VALIDATED
182,CUST_BAL_20230822.csv,Custodian_Bank,RECEIVED,50,-760.81,2023-08-22,2023-08-22 06:00:00,VALIDATED
183,CUST_BAL_20211118.csv,Custodian_Bank,RECEIVED,50,-676.86,2021-11-18,2021-11-18 06:00:00,VALIDATED
184,CUST_BAL_20201204.csv,Custodian_Bank,RECEIVED,50,-651.14,2020-12-04,2020-12-04 06:00:00,VALIDATED
185,CUST_BAL_20231107.csv,Custodian_Bank,RECEIVED,50,1179.36,2023-11-07,2023-11-07 06:00:00,VALIDATED
186,CUST_BAL_20221219.csv,Custodian_Bank,RECEIVED,50,-753.07,2022-12-19,2022-12-19 06:00:00,VALIDATED
187,CUST_BAL_20220103.csv,Custodian_Bank,RECEIVED,50,-655.66,2022-01-03,2022-01-03 06:00:00,VALIDATED
188,CUST_BAL_20200807.csv,Custodian_Bank,RECEIVED,50,17.58,2020-08-07,2020-08-07 06:00:00,VALIDATED
189,CUST_BAL_20210914.csv,Custodian_Bank,RECEIVED,50,-732.86,2021-09-14,2021-09-14 06:00:00,VALIDATED
190,CUST_BAL_20211030.csv,Custodian_Bank,RECEIVED,50,-759.85,2021-10-30,2021-10-30 06:00:00,VALIDATED
191,CUST_BAL_20211219.csv,Custodian_Bank,RECEIVED,50,-639.35,2021-12-19,2021-12-19 06:00:00,VALIDATED
192,CUST_BAL_20240126.csv,Custodian_Bank,RECEIVED,50,-670.41,2024-01-26,2024-01-26 06:00:00,VALIDATED
193,CUST_BAL_20230520.csv,Custodian_Bank,RECEIVED,50,-731.53,2023-05-20,2023-05-20 06:00:00,VALIDATED
194,CUST_BAL_20200721.csv,Custodian_Bank,RECEIVED,50,35.24,2020-07-21,2020-07-21 06:00:00,VALIDATED
195,CUST_BAL_20240409.csv,Custodian_Bank,RECEIVED,50,-655.71,2024-04-09,2024-04-09 06:00:00,VALIDATED
196,CUST_BAL_20240609.csv,Custodian_Bank,RECEIVED,50,-434.24,2024-06-09,2024-06-09 06:00:00,VALIDATED
197,CUST_BAL_20230905.csv,Custodian_Bank,RECEIVED,50,-670.06,2023-09-05,2023-09-05 06:00:00,VALIDATED
198,CUST_BAL_20210227.csv,Custodian_Bank,RECEIVED,50,-737.26,2021-02-27,2021-02-27 06:00:00,VALIDATED
199,CUST_BAL_20220301.csv,Custodian_Bank,RECEIVED,50,-756.88,2022-03-01,2022-03-01 06:00:00,VALIDATED
200,CUST_BAL_20220601.csv,Custodian_Bank,RECEIVED,50,-759.88,2022-06-01,2022-06-01 06:00:00,VALIDATED
201,CUST_BAL_20220705.csv,Custodian_Bank,RECEIVED,50,-792.78,2022-07-05,2022-07-05 06:00:00,VALIDATED
202,CUST_BAL_20240613.csv,Custodian_Bank,RECEIVED,50,-588.17,2024-06-13,2024-06-13 06:00:00,VALIDATED
203,CUST_BAL_20220204.csv,Custodian_Bank,RECEIVED,50,-666.81,2022-02-04,2022-02-04 06:00:00,VALIDATED
204,CUST_BAL_20221030.csv,Custodian_Bank,RECEIVED,50,-783.17,2022-10-30,2022-10-30 06:00:00,VALIDATED
205,CUST_BAL_20210818.csv,Custodian_Bank,RECEIVED,50,-795.05,2021-08-18,2021-08-18 06:00:00,VALIDATED
206,CUST_BAL_20200509.csv,Custodian_Bank,RECEIVED,50,138.86,2020-05-09,2020-05-09 06:00:00,VALIDATED
207,CUST_BAL_20240422.csv,Custodian_Bank,RECEIVED,50,-719.35,2024-04-22,2024-04-22 06:00:00,VALIDATED
